id,label,info_text,placeholder,static_content,hint_text
massnahmen-gegen-ausbreitung-fluessiggas,Massnahmen gegen das Ausbreiten und Ansammeln von Flüssiggas,Misure contro la propagazione e l'accumulazione di gas liquefatti,,,
massnahmen-gegen-mechanische-beschaedigung,Massnahmen gegen mechanische Beschädigung,Misure di protezione da danni d'origine meccanica,,,
massnahmen-gegen-unterfeuern,Massnahmen gegen das Unterfeuern des Überflur-Behälters,Misure contro il fuoco sotto al serbatoio fuori terra,,,
massnahmen-gegen-waermeeinwirkung,Massnahmen gegen Wärmeeinwirkung,Misure contro l'effetto termico,,,Schutzbestände gemäss EKAS-RL. 6517 Flüssiggas
materialablagerung-beschreibung,Beschreibung,Descrizione,,,
materialablagerung-flaeche,Fläche (m²),Superficie (m²),,,
materialablagerung-titel,Materialablagerung Titel,Deposito di materiale titolo,,"---
#### Materialablagerung und -abtrag, Pistenplanie, landwirtschaftliche Terrainveränderung usw.",
materialablagerung-volumen,Volumen (m³),Volume (m³),,,
material-ableitung-der-abgase,Material,Materiale,,,
materialaufbereitung,Materialaufbereitung,Trattamento del materiale,,,
material-aussenwaende,Aussenwände,Pareti esterne,,,
material-aussenwaende-ableitung-der-abgase,Material Aussenwände,Materiale delle pareti esterne,,,
material-boden,Boden,Pavimento,,,
material-boden-ableitung-der-abgase,Material Boden,Materiale del pavimento,,,
material-decke,Decken,Soffitti,,,
material-decke-ableitung-der-abgase,Material Decke,Materiale del soffitto,,,
materialgewinnung,Materialgewinnung,Estrazione di materiali,,,
material-guellebehaelter,Aus welchem Material besteht der Güllebehälter?,Di quale materiale è fatto il serbatoio per il colaticcio?,,,
material-guellelager,Aus welchem Material besteht der Güllebehälter?,Di quale materiale è fatto il serbatoio per il colaticcio?,,,
material-innenwaende,Innenwände,Pareti interne,,,
material-innenwaende-ableitung-der-abgase,Material Innenwände,Materiale delle pareti interne,,,
max-annahmemenge-pro-jahr,Max. Annahmemenge pro Jahr (kg),Quantitativo annuo max. preso in consegna (kg),,,
maximale-entnahmemenge,Maximale Entnahmemenge (l/min),Quantitativo max. di captazione (l/min),,,
maximale-entnahmemenge-brauchwasser,Maximale Entnahmemenge (l/min),Quantitativo max. di captazione (l/min),,,
maximale-entnahme-temperatur,Maximale Entnahme-Temperatur (°C),Temperatura max. di captazione (°C),,,
maximale-entnahme-temperatur-brauchwasser,Maximale Entnahme-Temperatur (°C),Temperatura max. di captazione (°C),,,
maximale-temperaturdifferenz,Maximale Temperaturdifferenz (°C),Differenza di temperatura max. (°C),,,
maximale-temperaturdifferenz-brauchwasser,Maximale Temperaturdifferenz (°C),Differenza di temperatura max. (°C),,,
max-lagermenge-im-betrieb,Max. Lagermenge im Betrieb (kg),Quantitativo max. depositato nell'azienda (kg),,,
max-personenbelegung-im-groessten-raum,Bauten und Anlagen mit Räumen mit grosser Personenbelegung: Max. Personenbelegung im grössten Raum,Edifici e impianti con spazi a elevata frequentazione: occupazione max. dello spazio più grande,,,
mehr-als-2000-quadratmeter-boden-beansprucht,Wird für das Bauvorhaben (inkl. Temporär beanspruchte Bereiche) mehr als 2'000 m² Boden beansprucht,Il progetto di costruzione (incl. aree utilizzate temporaneamente) richiederà oltre 2'000 m² di terreno?,,,"Wenn ja, bitte Bodenkundliches Fachgutachten beilegen"
mehr-als-50-arbeitsplaetze,Mehr als 50 Arbeitsplätze?,"Più di 50 posti di lavoro?",,,
mehr-als-vier-wohneinheiten,Mehr als vier Wohneinheiten,Più di quattro unità abitative,,,
mehrgeschossige-wohnung,Maisonette,"Duplex",,,
menge-pro-jahr,Menge pro Jahr (kg/Jahr),Quantitativo all'anno (kg/anno),,,
messbericht,Messbericht,Rapporto di misurazione,,,
methode-de-no,Methode,Metodo,,,
minderungstechnik,"Hat diese Anlage eine Minderungstechnik (z.B. Filtermatten, Nachverbrennung, Wäscher etc.) eingebaut?","Questo impianto è dotato di una tecnica di riduzione (ad es. stuoie filtranti, postcombustione, gorgogliatore di lavaggio, ecc.)?",,,
mineralische-bauabfaelle,Mineralische Bauabfälle,Rifiuti edili minerali,,,
mineralische-bauabfaelle-titel,Mineralische Bauabfälle Titel,Rifiuti edili minerali titolo,,"### ""Vor Ort Aufbereitung"" von mineralischen Bauabfällen",
minimale-entnahme-temperatur,Minimale Entnahme-Temperatur (°C),Temperatura min. di captazione (°C),,,
minimale-entnahme-temperatur-brauchwasser,Minimale Entnahme-Temperatur (°C),Temperatura min. di captazione (°C),,,
minimale-sondenruecklauftemperatur,Minimale Sondenrücklauftemperatur (°C),Temperatura min. di ritorno della sonda (°C),,,nach 50 Jahren
mischabbruch,Mischabbruch (m³ oder t),Materiale di demolizione non separato (m³ o t),,,
mistlager-breite,Breite (m),Larghezza (m),,,
mistlager-hoehe,Höhe / Tiefe (m),Altezza / profondità (m),,,
mistlager-in-guellegrube-entwaessert,Wird das Mistlager in die Güllegrube entwässert?,Le acque del letamaio vengono smaltite nella fossa per il colaticcio?,,,
mistlager-laenge,Länge (m),Lunghezza (m),,,
mistlager-neubau-oder-erweiterung,Handelt es sich um einen Neubau oder eine Erweiterung / Umbau einer bestehenden Baute?,Si tratta di una nuova costruzione oppure di un ampliamento / una trasformazione di un edificio esistente?,,,
mistlager-titel,Mistlager Titel,"Letamaio titolo",,"---
#### Mistlager",
mistlager-ueberdacht,Ist / Wird das gesamte Mistlager überdacht?,Il letamaio è/sarà integralmente coperto?,,,
mistwasser-abfluss-bemerkungen,Bemerkungen,Osservazioni,,,
mistwasser-bemerkungen,Bemerkungen,Osservazioni,,,
mistwasser-laufhof-in-umgebung,"Wie wird dafür gesorgt, dass kein Mistwasser vom Laufhof in die Umgebung abfliesst?",Come si garantisce che non si verifichi un deflusso di percolato dell'area di esercizio nell'ambiente circostante?,,,
model-typ,Model / Typ,Modello / tipo,,,
modeltyp,Model/Typ,Modello / tipo,,,
model-typ-abgasanlage,Model / Typ,Modello / tipo,,,
montageart,Montageart,Tipo di montaggio,,,
motoren-und-chassisreinigungen-mit-chemikalien,Motoren- und Chassisreinigungen mit Chemikalien?,Pulizia di motori e telai con prodotti chimici?,,,
muessen-ufervegetation-hecken-oder-feldgehoelze-entfernt-werden,"Müssen Ufervegetation, Hecken oder Feldgehölze entfernt werden?","È necessario rimuovere vegetazione riparia, siepi o boschetti campestri?",,,
nachbarschaftsgefaehrdung,Nachbarschaftsgefährdung,Pericolo per il vicinato,,,
nadelholz,Nadelholz (%),Conifere (%),,,
name-ausbildungsnachweis,Name,Nome,,,
name-fliessgewaesser,Name Gewässer,Nome corpo d'acqua,,,
name-stehendes-gewaesser,Name Gewässer,Nome corpo d'acqua,,,
name-unterschriftenberechtigung,Name,Nome,,,
neben-kulturobjekt,Wird die Anlage auf einem Gebäude unmittelbar neben einem Kulturobjekt realisiert?,"L'impianto sarà realizzato su un edificio nelle immediate vicinanze di un oggetto culturale?",,,
nennleistung-kw,Nennleistung (kW),Potenza nominale (kW),,,
nennwaermeleistung,Nennwärmeleistung (kw),Potenza termica nominale (kW),,,
nennwaermeleistung-kw,Nennwärmeleistung (kW),Potenza termica nominale (kW),,,
nennwaermeleistung-waermepumpe,Nennwärmeleistung (kW),Potenza termica nominale (kW),,,
netzgebunden,Netzgebunden,Allacciato alla rete,,,
neue-oder-bestehende-anlage,Neue oder bestehende Anlage?,Impianto nuovo o esistente?,,,
neue-oder-bestehende-lagerung,Neue oder bestehende Lagerung?,Stoccaggio nuovo o esistente?,,,
problematische-holzabfaelle,Problematische Holzabfälle,Rifiuti di legno problematici,,,
neuer-auslauf-beim-stall,Wird ein neuer Auslauf beim Stall erstellt / eingerichtet?,Viene realizzata / predisposta una nuova area di servizio / uscita vicino alla stalla?,,,
nicht-abgenommen-maengel,Nicht abgenommen / Mängel,Collaudo non superato/lacune,,,
nichtforstliche-kleinbaute,Handelt es sich um eine nichtforstliche Kleinbaute oder –anlage?,"Si tratta di un piccolo edificio o di un piccolo impianto non forestale?",,,
noga-code,NOGA-Code des Betriebs,Codice NOGA dell'azienda,,,
noga-code-bekannt,NOGA-Code bekannt,Codice NOGA noto,,,
normierter-brennstoff,Normierter Brennstoff,Combustibile conforme alle norme vigenti,,,
normierter-fossiler-brennstof,Normierter fossiler Brennstoff,Combustibile fossile conforme alle norme vigenti,,,
normierter-fossiler-brennstoff,Normierter fossiler Brennstoff,Combustibile fossile conforme alle norme vigenti,,,
notstromanlage-titel,Notstromanlage Titel,Gruppo elettrogeno d'emergenza titolo,,"----
### Notstromanlage",
nummer-parzelle,Nummer,Numero,,,
nutzung-bauvorhaben,Triage,Domande di triage,,,
nutzungsbedingte-anforderungen-titel,Nutzungsbedingte Anforderungen Titel,Requisiti d'uso titolo,,"---
#### Nutzungsbedingte Anforderungen",
nutzungszweck-der-gewerblichen-baute,Nutzungszweck der gewerblichen Baute,Destinazione d'uso dell'edificio artigianale,,,
nutzungszweck-landwirtschaft,Nutzungszweck der Ökonomiebaute,Destinazione d'uso dell'edificio a scopo di sfruttamento agricolo,,,
nutzvolumen-guellebehaelter,Wie gross ist das Nutzvolumen des Güllebehälters? (m³),A quanto ammonta il volume utile del serbatoio per il colaticcio? (m³),,,
oberboden-auffuellhoehe,Oberboden Auffüllhöhe (cm),Altezza di riempimento strato attivo (cm),,,
oberboden-menge,Oberboden Menge (m³),Quantità strato attivo (m³),,,
lage-des-vorhabens-titel,Lage des Vorhabens Titel,Ubicazione del progetto titolo,,### Lage des Vorhabens,
objektabstand,Objektabstand (m),Distanza dell'oggetto (m),,,
objekt-der-denkmalpflege,Steht das Objekt unter kantonalem und/oder nationalem Denkmalschutz?,L'oggetto è sotto protezione dei monumenti cantonale e/o nazionale?,,,
oel-oder-gasfeuerung,Öl- oder Gasfeuerung,Impianti a combustione alimentati con olio o gas,,,
oel-oder-gasfeuerung-titel,Öl- oder Gasfeuerung Titel,Impianti a combustione alimentati con olio o gas titolo,,"---
#### Öl- oder Gasfeuerung",
ort-der-entlueftung,Ort der Entlüftung,Ubicazione del dispositivo di scarico dell'aria,,,
ort-parzelle,Ort,Luogo,,,
ortsfeste-fluessiggasbehaelter-titel,Ortsfeste Flüssiggasbehälter Titel,Serbatoi fissi per gas liquefatti titolo,,"---
#### Ortsfeste Flüssiggasbehälter",
pachtland,Pachtland (ha),Terreno in affitto (ha),,,
paechter,Pächter,Persona affittuaria,,,Sofern verpachtet
partikelfilter,Partikelfilter,Filtri antiparticolato,,,
personalien,Personalien,Dati personali,,,
personen-mit-ausbildungsnachweis,Personen mit Ausbildungsnachweis,Persone con attestato di formazione,,,Bitte Ausbildungsnachweis für jede Person als Kopie beilegen.
photovoltaikanlage-titel,Photovoltaikanlage (Stromproduktion) Titel,Impianto fotovoltaico (produzione di energia elettrica) titolo,,"---
#### Photovoltaikanlage (Stromproduktion)",
platzierung-der-anlage,Platzierung der Anlage,Posizione dell'impianto,,,
plz-parzelle,PLZ,NPA,,,
portal-inhalt-de,Portal Inhalt DE,Contenuto del portale DE,,,
portal-inhalt-fr,Portal Inhalt FR,Contenuto del portale FR,,,
portal-inhalt-it,Portal Inhalt IT,Contenuto del portale IT,,,
portal-inhalt-rm,Portal Inhalt RM,Contenuto del portale RM,,,
problem-ziel,Problem / Ziel,Problema / obiettivo,,,
produkt,Produkt,Prodotto,,,
produktionsmenge,"Produktionsmenge pro Jahr (kg, stk, l oder Artikel)","Quantitativo di produzione all'anno (kg, pz., l o art.)",,,
produktname,Produktname,Nome del prodotto,,,
proposal,Art der Arbeiten,Tipo di lavori,,,
pruefung-ausnuetzungsziffer,Prüfung,Esame,,,
pruefung-bauabstaende,Prüfung,Esame,,,
pruefung-gebaeudehoehen,Prüfung,Esame,,,
pruefung-weitere-materielle-pruefung,Prüfung,Esame,,,
pruefung-zonenkonformitaet,Prüfung,Esame,,,
pumpversuch-dauer-bis,Dauer bis,Durata fino a,,,
pumpversuch-dauer-von,Dauer von,Durata da,,,
pumpversuch-maximale-foerdermenge,Maximale Fördermenge (l/min),Portata massima (l/min),,,
pumpversuch-titel,Pumpversuch Titel,Prova di pompaggio titolo,,"---
#### Pumpversuch",
pv-anlagen-solaranlagen,Anlagen,Impianti,,,
quadrat-cm-oben,Querschnitt Oben (cm²),Sezione sopra (cm²),,,
quadrat-cm-unten,Querschnitt Unten (cm²),Sezione sotto (cm²),,,
qualitaetssicherungsstufe-qss,"Qualitätssicherungsstufe (QSS) gemäss VKF-Brandschutzrichtlinie 11-15 ""Qualitätssicherung im Brandschutz"", Kapitel 5","Grado di garanzia della qualità (GGQ) conformemente alla direttiva antincendio AICAA 11-15 «Garanzia della qualità nella protezione antincendio», capitolo 5",,,
querschnitt-abgasanlage,Querschnitt (mm),Sezione (mm),,,
querschnitt-ableitung-der-abgase,Querschnitt (mm),Sezione (mm),,,
querschnitt-mm,Querschnitt (mm),Sezione (mm),,,
rauminhalt,Rauminhalt (m³),Volume (m³),,,
raumlueftung,Raumlüftung,Ventilazione del locale,,,
raumlueftung-ableitung-der-abgase,Raumlüftung (cm²),Ventilazione del locale (cm²),,,
recyclingprodukt,Recyclingprodukt,Prodotto riciclato,,,
recyclingprodukt-mineralische-bauabfaelle,Recyclingprodukt,Prodotto riciclato,,,
reflexionsarm,Wird die Anlage nach dem Stand der Technik reflexionsarm ausgeführt?,L'impianto è in esercizio con un basso grado di riflessione in base allo stato della tecnica?,,,
regenerationsprozess,Regenerationsprozess,Processo di rigenerazione,,,
rekuperator,"Rekuperator, Heizmediumtemperatur wenn > 110 °C","Recuperatore, temperatura del vettore termico se > 110 °C",,,
restholz-aus-holzverarbeitung,Restholz aus Holzverarbeitung,Scarti di legno provenienti dalla lavorazione del legno,,,
resultate-der-geforderten-bodenuntersuchung,Resultate der geforderten Bodenuntersuchung,Risultati dell'analisi del suolo richiesta,,,
rodung,Handelt es sich um eine Rodung (Zweckentfremdung von Waldboden)?,"Si tratta di un dissodamento (cambiamento di destinazione del suolo boschivo)?",,,
rodungsgesuchsformular,Rodungsgesuchsformular BAFU,Domanda di dissodamento UFAM,,,
rohrdurchmesser,Rohrdurchmesser (mm),Diametro del tubo (mm),,,
rueckgabeart,Rückgabeart,Tipo di restituzione,,,
rueckgabebrunnen-rohrdurchmesser,Rückgabebrunnen Rohrdurchmesser (mm),Pozzo di resa diametro del tubo (mm),,,
rueckgabebrunnen-rohrdurchmesser-brauchwasser,Rückgabebrunnen Rohrdurchmesser (mm),Pozzo di resa diametro del tubo (mm),,,
rueckgabebrunnen-tiefe,Rückgabebrunnen Tiefe (m),Pozzo di resa profondità (m),,,
rueckgabebrunnen-tiefe-brauchwasser,Rückgabebrunnen Tiefe (m),Pozzo di resa profondità (m),,,
rueckhaltebehaelter,Rückhaltebehälter,Bacino di ritenzione,,,
rueckhaltevolumen-infotext,Rückhaltevolumen Infotext,Volume di contenimento testo informativo,,Rückhaltevolumen und ARA Anschluss beachten,
russack,Russack,Sacco della fuliggine,,,
russbrandbestaendig,Russbrandbeständig,Resistente agli incendi di fuliggine,,,
russbrandbestaendig-abgasanlage,Russbrandbeständig,Resistente agli incendi di fuliggine,,,
russbrandbestaendig-ableitung-der-abgase,Russbrandbeständig,Resistente agli incendi di fuliggine,,,
russpartikelfilter,Russpartikelfilter,Filtro antiparticolato,,,
russpartikelfilter-bhkw,Russpartikelfilter,Filtro antiparticolato,,,
russsack-abgasanlage,Russsack,Sacco per fuliggine,,,
russsack-ableitung-der-abgase,Russsack,Sacco per fuliggine,,,
saisonaler-unterschied,Besteht ein saisonaler Unterschied in der Auslastung der Anlage?,Esiste una differenza stagionale nel grado di sfruttamento dell'impianto?,,,
schalldaempfer,Schalldämpfer,Silenziatore,,,
terrainveraenderungen-hecken,Sind Terrainveränderungen vorgesehen?,Sono previste modifiche del terreno?,,,
schalldaempfer-bhkw,Schalldämpfer,Silenziatore,,,
schnitzel-und-spaenelager-entleerungsoeffnung,Für Schnitzel- und Spänelager Entleerungsöffnung ins Freie: Abmessung,Per deposito di cippato e trucioli apertura di svuotamento verso l'esterno: dimensioni,,,
schraegdach-tragwerksnormen,Die Ausführung der Schneerückhaltevorrichtungen bei Schrägdächern (zur Verhütung von Dachschneelawinen) genügt den Lastvorgaben der spezifischen Tragwerksnormen (SIA Norm 261),L'esecuzione dei dispositivi per impedire lo scivolamento della neve in caso di tetti inclinati (per prevenire che la neve si stacchi dai tetti) soddisfa le direttive sui carichi contenute nelle norme specifiche sulle strutture portanti (norma SIA 261),,,
schuettmaterial-herkunft,Herkunft Schüttmaterial,Provenienza del materiale di riempimento,,,
schuettmaterial-volumen,Volumen Schüttmaterial (m³),Volume del materiale di riempimento (m³),,,
schutzmassnahmen-titel,Schutzmassnahmen Titel,Misure di protezione titolo,,#### Schutzmassnahmen,
schutzplaetze,Schutzplätze,Posti protetti,,,
schutzplaetze-titel,Schutzplätze Titel,Posti protetti titolo,,### Schutzplätze,
selbstdeklaration-titel,Selbstdeklaration Titel,Autocertificazione titolo,,"---
#### Selbstdeklaration",
sicherheitsdatenblatt,Sicherheitsdatenblatt,Scheda di dati di sicurezza,,,
siedlungsabfaelle,Siedlungsabfälle,Rifiuti urbani,,,
sind-folgende-anlagen-betroffen,Was ist geplant?,Che cosa è previsto?,,,
sind-vertragsflaechen-gemaess-oeqv-betroffen,Sind Vertragsflächen gemäss Öko-Qualitätsverordnung (ÖQV) betroffen?,Sono interessate superfici oggetto di contratto conformemente all'ordinanza sulla qualità ecologica (OQE)?,,,
situation-genauer-beschreiben,Bitte die Situation genauer beschreiben und in einer Skizze eintragen,Si prega di descrivere più in dettaglio la situazione e di fare uno schizzo,,,
solaranlage-baugesuch,Solaranlage,Impianto solare,,,
solaranlage-leistung,Solaranlage Leistung (kWp),Impianto solare potenza (kWp),,,
solaranlagen,Solaranlagen,Impianti solari,,,
terrainveraenderungen-titel,Terrainveränderungen Titel,Modifiche del terreno titolo,,### Terrainveränderungen,
solaranlagen-auf-kulturobjekten,"Solaranlagen auf oder neben Kulturobjekten und in Schutzgebieten (ISOS, Kernzonen usw.)","Impianti solari su oggetti culturali o accanto ad essi e in zone protette (ISOS, zone nucleo, ecc.)",,"---
#### Kantonale Praxis - Klärung der Baubewilligungspflicht",
solaranlagenpflicht,Pflicht zur Nutzung der Sonnenenergie bei Gebäuden,Obbligo di sfruttare l'energia solare degli edifici,,"####Pflicht zur Nutzung der Sonnenenergie bei Gebäuden (Neubauten) gemäss Energiegesetz (EnG)

Gemäss Artikel 45a EnG ist beim Bau neuer Gebäude mit einer anrechenbaren Gebäudefläche von mehr als 300 m2 auf den Dächern oder an den Fassaden eine Solaranlage, beispielsweise eine Photovoltaik- oder eine Solarthermieanlage, zu erstellen. 

Gemäss Artikel 29a des Energiereglements (EnR) muss die Leistung der installierten Solaranlage mindestens  20 W pro m2 anrechenbarer Gebäudefläche betragen.",
solaranlagen-titel,Solaranlagen Titel,Impianti solari titolo,,### Selbstdeklaration über die korrekte Erstellung von Solaranlagen,
solarpflicht,Beträgt die Grundfläche des Gebäudes mehr als 300 m2? (als anrechenbare Gebäudefläche gilt die Fläche innerhalb der projizierten Fassadenlinie),La superficie dell'edificio è superiore a 300 m²? (Per superficie edificata computabile si intende la superficie compresa all'interno della base della facciata proiettata),,,
sondenabstand,Sondenabstand (m),Distanza tra le sonde (m),,,
sondenaussendurchmesser,Sondenaussendurchmesser (mm),Diametro esterno della sonda (mm),,,32 mm / 40 mm
sondenaussendurchmesser-mm,Sondenaussendurchmesser (mm),Diametro esterno della sonda (mm),,,32 mm / 40 mm
spezialformulare,Zusatzformulare,Moduli supplementari,,,
spezifikation,Spezifikation,Specifiche,,,
spezifikation-umschlageplatz-titel,Spezifikation Umschlageplatz Titel,Specifiche dell'area di trasbordo titolo,,"---
#### Spezifikation Umschlageplatz",
spital-anzahl-betten,Spital oder Heim: Anzahl Patientenbetten,Ospedale o casa di cura: numero di letti per pazienti,,,
spital-oder-heim-titel,Spital oder Heim Titel,Ospedale o casa di cura titolo,,"---
#### Spital oder Heim",
staendige-wasserfuehrung,Ständige Wasserführung,Deflusso permanente,,,
stallbau-und-hofduengerlager,Stallbau und Hofdüngerlager,Stalle e depositi di concimi aziendali,,,
stallbau-und-hofduengerlager-titel,Stallbau und Hofdüngerlager Titel,Stalle e depositi di concimi aziendali titolo,,### Stallbau und Hofdüngerlager,
standort-der-brauchwasseranlage,Standort der Brauchwasseranlage,Ubicazione dell'impianto per l'acqua non potabile,,,
standort-der-lageranlage,Standort der Lageranlage,Ubicazione dell'impianto di deposito,,,
standort-fluessigbehaelters-titel,Standort Flüssigbehälters Titel,Ubicazione del serbatoio per gas liquefatto titolo,,"---
#### Standort, Aufstellung und Inbetriebnahme eines ortsfesten Flüssiggasbehälters mit einer Lagermenge unter 20 Tonnen",
standort-im-gebaeude,Standort im Gebäude,Ubicazione nell'edificio,,,
standort-kernzone,Liegt der Standort der geplanten Anlage in einer Kernzone?,"L'ubicazione dell'impianto previsto si trova in una zona nucleo?",,,
standort-solaranlage,Standort,Ubicazione,,,
stationaere-verbrennungsmotoren,Stationäre Verbrennungsmotoren,Motori a combustione stazionari,,,
stationaere-verbrennungsmotoren-titel,Stationäre Verbrennungsmotoren Titel,Motori a combustione stazionari titolo,,### Stationäre Verbrennungsmotoren,
steinhaufen-oder-trockenmauern,Müssen Steinhaufen oder Trockenmauern entfernt werden?,È necessario rimuovere cumuli di sassi o muri a secco?,,,
stelldach,Steildach (oberste Schicht),Tetto a falda (strato superiore),,,
stickstoffdioxide,Stickstoffdioxide (NO₂) (mg/m³),Diossido di azoto (NO₂) (mg/m³),,,
stickstoffdioxide-bhkw,Stickstoffdioxide (NO₂) (mg/m³),Diossido di azoto (NO₂) (mg/m³),,,
stockwerknummer,Stockwerknummer,Numero di piano,,,
stockwerktyp,Stockwerktyp,Tipo di piano,,,
strassenbezeichnung,Strassenbezeichnung,Designazione della via,,,
strasse-parzelle,Strasse,Via,,,
stunden-pro-woche,Stunden pro Woche (std),Ore a settimana (h),,,
svgw-nr,SVGW-Nr. / CE-Erklärung,N. SSIGA / dichiarazione CE,,,
svgw-nr-ce-erklaerung,SVGW-Nr. / CE-Erklärung,N. SSIGA / dichiarazione CE,,,
taetigkeit-des-betriebs-abbau-und-verarbeitung-von-steinen-und-erden,Tätigkeit des Betriebs (Abbau und Verarbeitung von Steinen und Erden),Attività dell'azienda (estrazione e lavorazione di pietre e terra),,,
taetigkeit-des-betriebs-baugewerbe,Tätigkeit des Betriebs (Baugewerbe),Attività dell'azienda (edilizia),,,
taetigkeit-des-betriebs-chemische-industrie,Tätigkeit des Betriebs (Chemische Industrie),Attività dell'azienda (industria chimica),,,
taetigkeit-des-betriebs-dienstleistungen,Tätigkeit des Betriebs (Dienstleistungen),Attività dell'azienda (servizi),,,
taetigkeit-des-betriebs-handel,Tätigkeit des Betriebs (Handel),Attività dell'azienda (commercio),,,
taetigkeit-des-betriebs-holzverarbeitung,Tätigkeit des Betriebs (Holzverarbeitung),Attività dell'azienda (lavorazione del legno),,,
taetigkeit-des-betriebs-kunststoffverarbeitung,Tätigkeit des Betriebs (Kunststoffverarbeitung),Attività dell'azienda (lavorazione di materie sintetiche),,,
taetigkeit-des-betriebs-metall-maschinenindustrie,Tätigkeit des Betriebs (Metall-/ Maschinenindustrie),Attività dell'azienda (industria del metallo/delle macchine),,,
taetigkeit-des-betriebs-nahrungsmittelindustrie,Tätigkeit des Betriebs (Nahrungsmittelindustrie),Attività dell'azienda (industria alimentare),,,
taetigkeit-des-betriebs-textilindustrie,Tätigkeit des Betriebs (Textilindustrie),Attività dell'azienda (industria tessile),,,
taetigkeit-titel,Tätigkeit Titel,Attività titolo,,"---
#### Tätigkeiten",
tankabmessungen-titel,Tankabmessungen Titel,Dimensioni del serbatoio titolo,,"---
#### Tankabmessungen",
tankraum-auskleidung,Tankraum-Auskleidung,Manto della cisterna,,,
tankstellen-titel,Tankstellen Titel,Stazioni di servizio titolo,,"---
#### Tankstellen",
tankstellen-und-brennstofflager-titel,Tankstellen und Brennstofflager Titel,Stazioni di servizio e depositi di combustibili titolo,,"---
#### Tankstellen und Brennstofflager",
tankstelle-titel,Tankstelle Titel,Stazione di servizio titolo,,"---
#### Tankstelle",
tank-typ,Tank-Typ,Tipo di serbatoio,,,
temparaturklasse-ableitung-der-abgase,Temparaturklasse T,Classe di temperatura T,,,
temperaturklasse-abgasanlage,Temperaturklasse,Classe di temperatura,z.B. T400,,
terrainveraenderungen,Terrainveränderungen,Modifiche del terreno,,,
totalmenge-betriebliches-abwasser-text,Totalmenge betriebliches Abwasser ca. (m³/Woche),Quantità totale di acque di scarico artigianali ca. (m³/settimana),,,
tragbarkeitsberechnung,Tragbarkeitsberechnungs- und Finanzierungsnachweis (berechnet vom Plantahof),Prova del calcolo della sostenibilità e del finanziamento (calcolo effettuato dal Plantahof),,,
tragwerk,Tragwerk,Struttura portante,,,
treppen,Treppen,Scale,,,
treppenform,Treppenform,Forma delle scale,,,
triage-brandschutz,Bauvorhaben betrifft,Progetto di costruzione concerne,,,
triage-titel,Triage Titel,Domande di triage titolo,,### Triage,
tuere,Türe,Porta,,,
tuere-ableitung-der-abgase,Türe,Porta,,,
tuere-vkf-nr,Türe VKF-NR.,Porta n. AICAA,,,
turbulenzen-in-der-erdwaermesonde,Turbulenzen in der Erdwärmesonde,Turbolenze nella sonda geotermica,,,
typ-abgaskatalysator,Typ,Tipo,,,
typ-der-anlage,Typ der Anlage,Tipo di impianto,,,
typ-der-tanksaeulen,Typ der Tanksäulen,Tipo di colonne,,,
typ-der-waermepumpe,Brennbarkeit des Kältemittels,Infiammabilità del refrigerante,,,
typ-des-bauwerks,Typ des Bauwerks,Tipo di costruzione,,,
typ-des-fluessiggas,Typ des Flüssiggas,Tipo di gas liquefatto,,,
typenbezeichnung,Typenbezeichnung,Designazione del tipo,,,
typenbezeichnung-holzfeuerung,Typenbezeichnung,Designazione del tipo,,,
typenbezeichnung-oel-gasfeuerung,Typenbezeichnung,Designazione del tipo,,,
typ-russpartikelfilter,Typ,Tipo,,,
typ-schalldaempfer,Typ,Tipo,,,
ueberdeckung-register,Überdeckung Register (m),Copertura dello scambiatore geotermico (m),,,
ueber-dem-boden-m,Über dem Boden (m),In superficie (m),,,
ueberprueft-durch,Überprüft durch,Verifica svolta da,,,
ueberragt-dachflaeche,Überragt die Anlage die Dachfläche im rechten Winkel um höchstens 20 cm?,L'impianto sporge ortogonalmente di al massimo 20 cm dalla superficie del tetto?,,,
uebersteigt-terrainveraenderung,Übersteigt die geplante Terrainveränderung 200 m² und/oder wird mehr als 50 m³ Boden- oder Untergrundmaterial zugeführt?,La prevista modifica del terreno interessa più di 200 m² e/o vengono apportati più di 50 m³ di terreno o materiale del sottosuolo?,,,
umbau,Umbau,Trasformazione,,,
umliegende-objekte,"Umliegende Objekte (z. B. Wohnhaus, Garage, Stall, Fabrik, öffentliche Strasse)","Oggetti circostanti (ad es. casa di abitazione, garage, stalla, fabbrica, strada pubblica)",,,
umrandungen-auf-allen-seiten-gleich-hoch,Sind die Umrandungen auf allen Seiten gleich hoch?,I bordi hanno la stessa altezza su tutti i lati?,,,
umschlagplatz-ueberdacht,Umschlagplatz überdacht,Area di trasbordo coperta,,,
unterbau-tragwerksnormen,Die Ausführung der Solaranlage und des Unterbaus genügen den Lastvorgaben der spezifischen Tragwerksnormen (SIA Norm 261). Wobei mindestens Schnee- und Windeinwirkungen zu berücksichtigen sind,L'esecuzione dell'impianto solare e della sottostruttura soddisfa le direttive sui carichi contenute nelle norme specifiche sulle strutture portanti (norma SIA 261). Vanno considerati almeno gli effetti della neve e del vento,,,
unterboden-auffuellhoehe,Unterboden Auffüllhöhe (cm),Altezza di riempimento strato inferiore (cm),,,
unterboden-menge,Unterboden Menge (m³),Quantità strato inferiore (m³),,,
